year,org,ein,class,group_id_guess,name,new_group_id,remove,final_id
2011,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD P WELKER,,,04-2121305_38
2010,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD P WELKER,,,04-2121305_38
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD P WELKER,,,04-2121305_38
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD P WELKER,,,04-2121305_38
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD WELKER,,,04-2121305_38
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,MR EDWARD P. WELKER,,,04-2121305_38
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD WELKER,,,04-2121305_38
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,MR. EDWARD P. WELKER,,,04-2121305_38
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD WELKER,,,04-2121305_38
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,MR. EDWARD P. WELKER,,,04-2121305_38
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,EDWARD WELKER,,,04-2121305_38
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_38,MR. EDWARD P. WELKER,,,04-2121305_38
2011,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2010,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE H GREER,,,04-2121305_39
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MARJORIE GREER,,,04-2121305_39
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,Mrs. Marjorie H. Greer,,,04-2121305_39
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,Mrs. Marjorie H. Greer,,,04-2121305_39
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MRS MARJORIE H GREER,,,04-2121305_39
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MRS. MARJORIE H. GREER,,,04-2121305_39
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MRS. MARJORIE GREER,,,04-2121305_39
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,MRS. MARJORIE GREER,,,04-2121305_39
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_39,Mrs. Marjorie H. Greet,,,04-2121305_39
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_4,STEPHEN C MILLER,,,04-2121305_4
2011,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2010,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,SIDNEY ROSE,,,04-2121305_40
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,Mr. Sidney Rose,,,04-2121305_40
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_40,Mr. Sidney Rose,,,04-2121305_40
2010,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,CHARLES E MURRAY,,,04-2121305_41
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,CHARLES E MURRAY,,,04-2121305_41
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,CHARLES E MURRAY,,,04-2121305_41
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,CHARLES MURRAY PHD,,,04-2121305_41
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,CHARLES MURRAY PHD,,,04-2121305_41
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,"CHARLES MURRAY, PHD",,,04-2121305_41
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,"CHARLES MURRAY, PHD",,,04-2121305_41
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,Dr. Charles E. Murray,,,04-2121305_41
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,"CHARLES MURRAY, PHD",,,04-2121305_41
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,Dr. Charles E Murray,,,04-2121305_41
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_41,DR CHARLES E MURRAY,,,04-2121305_41
2010,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD H ADOLPH,,,04-2121305_42
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD H ADOLPH,,,04-2121305_42
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD H ADOLPH,,,04-2121305_42
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD H ADOLPH,,,04-2121305_42
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD H ADOLPH,,,04-2121305_42
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,EDWARD ADOLPH,,,04-2121305_42
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_42,Mr. Edward H. Adolph,,,04-2121305_42
2009,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,V GEORGE CASTLE,,,04-2121305_43
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,V GEORGE CASTLE,,,04-2121305_43
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,V GEORGE CASTLE,,,04-2121305_43
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,V GEORGE CASTLE,,,04-2121305_43
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,V. GEORGE CASTLE,,,04-2121305_43
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,Mr. V. George Castle,,,04-2121305_43
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,MR. V GEORGE CASTLE,,,04-2121305_43
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,MR. V. GEORGE CASTLE,,,04-2121305_43
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,MR. V. GEORGE CASTLE,,,04-2121305_43
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_43,MR. V. GEORGE CASTLE,,,04-2121305_43
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_44,KERRY A LYNCH,,,04-2121305_44
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_44,KERRY LYNCH PHD,,,04-2121305_44
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_44,KERRY LYNCH PHD,,,04-2121305_44
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_44,"KERRY LYNCH, PHD",,,04-2121305_44
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_44,"KERRY LYNCH, PHD",,,04-2121305_44
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_45,ANTHONY C BREUER,,,04-2121305_45
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_45,ANTHONY C BREUER,,,04-2121305_45
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_45,ANTHONY C BREUER,,,04-2121305_45
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_45,ANTHONY C. BREUER,,,04-2121305_45
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,C LOWELL HARISS,,,04-2121305_46
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,C LOWELL HARRISS,,,04-2121305_46
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,C LOWELL HARRISS,,,04-2121305_46
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,C. LOWELL HARRISS,,,04-2121305_46
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,Dr. C. Lowell Harriss,,,04-2121305_46
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,DR. C LOWELL HARRISS,,,04-2121305_46
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_46,DR. C. LOWELL HARRISS,,,04-2121305_46
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,WILLIAM S PEIRCE,,,04-2121305_47
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,WILLIAM S PEIRCE,,,04-2121305_47
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,WILLIAM S PEIRCE,,,04-2121305_47
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,WILLIAM PEIRCE,,,04-2121305_47
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,Dr. William S. Peirce,,,04-2121305_47
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,Dr. William S. Peirce,,,04-2121305_47
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,Dr. William S. Peirce,,,04-2121305_47
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,DR WILLIAM S PEIRCE,,,04-2121305_47
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,DR. WILLIAM S. PEIRCE,,,04-2121305_47
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,DR. WILLIAM S. PEIRCE,,,04-2121305_47
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_47,DR. WILLIAM S. PEIRCE,,,04-2121305_47
2008,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,JOHN M WILSON,,,04-2121305_48
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,JOHN M WILSON,,,04-2121305_48
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,JOHN M WILSON,,,04-2121305_48
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,"JOHN WILSON, JR.",,,04-2121305_48
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,Dr. John M. Wilson,,,04-2121305_48
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,Dr. John M. Wilson,,,04-2121305_48
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,Dr John M Wilson,,,04-2121305_48
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,DR JOHN M. WILSON,,,04-2121305_48
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,DR. JOHN M. WILSON,,,04-2121305_48
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,DR. JOHN M. WILSON,,,04-2121305_48
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_48,DR. JOHN M. WILSON,,,04-2121305_48
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_49,SHAUN BUCKLER,,,04-2121305_49
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_49,SHAUN BUCKLER,,,04-2121305_49
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_49,SHAUN BUCKLER,,,04-2121305_49
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_5,PETER T CALCAGNO,,,04-2121305_5
2007,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,EDWIN R THOMPSON,,,04-2121305_50
2006,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,EDWIN R THOMPSON,,,04-2121305_50
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,EDWIN THOMPSON,,,04-2121305_50
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,Mr. Edwin R. Thompson,,,04-2121305_50
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,Mr. Edwin R. Thompson,,,04-2121305_50
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,Mr. Edwin R. Thompson,,,04-2121305_50
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,MR EDWIN R THOMPSON,,,04-2121305_50
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,MR. EDWIN R. THOMPSON,,,04-2121305_50
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,MR. EDWIN R. THOMPSON,,,04-2121305_50
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_50,MR. EDWIN R. THOMPSON,,,04-2121305_50
2005,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_51,W. BLAKE FOSTER,,,04-2121305_51
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_51,Mr. W. Blake Foster,,,04-2121305_51
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_51,MR W BLAKE FOSTER,,,04-2121305_51
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_51,MR. W. BLAKE FOSTER,,,04-2121305_51
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_52,GAIL ROGER,,,04-2121305_52
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_52,Ms. Gail Roger,,,04-2121305_52
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_52,GAIL ROGER,,,04-2121305_52
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_52,GAIL ROGER,,,04-2121305_52
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_52,Ms Gail Roger,,,04-2121305_52
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,Dr. Howard G. Turner,,,04-2121305_53
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,Dr. Howard G. Turner,,,04-2121305_53
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,Dr. Howard G Turner,,,04-2121305_53
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,DR HOWARD G TURNER,,,04-2121305_53
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,DR. HOWARD G. TURNER,,,04-2121305_53
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_53,DR. HOWARD G. TURNER,,,04-2121305_53
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,Mr. B. V. Brooks,,,04-2121305_54
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,Mr. B. V. Brooks,,,04-2121305_54
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,Mr. B. V. Brooks,,,04-2121305_54
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,MR. B. V BROOKS,,,04-2121305_54
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,MR. B. V. BROOKS,,,04-2121305_54
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,MR. B. V. BROOKS,,,04-2121305_54
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_54,MR. B. V. BROOKS,,,04-2121305_54
2004,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,Mr. Joseph Fatony,,,04-2121305_55
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,Mr. Joseph Fatony,,,04-2121305_55
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,Mr Joseph Fatony,,,04-2121305_55
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,MR JOSEPH FATONY,,,04-2121305_55
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,MR. JOSEPH FATONY,,,04-2121305_55
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_55,MR. JOSEPH FATONY,,,04-2121305_55
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_56,Mr. George V. Castle,04-2121305_43,,04-2121305_43
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_56,Mr George V Castle,04-2121305_43,,04-2121305_43
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_57,Dr. Lowell C. Harriss,04-2121305_46,,04-2121305_46
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_57,Dr Lowell C. Harriss,04-2121305_46,,04-2121305_46
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_57,DR. LOWELL HARRISS,04-2121305_46,,04-2121305_46
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_57,DR. LOWELL HARRISS,04-2121305_46,,04-2121305_46
2003,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_58,Mr. Blake W. Foster,04-2121305_51,,04-2121305_51
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_58,Mr. Blake W. Foster,04-2121305_51,,04-2121305_51
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_59,"Dr Robert C. Weems, Jr",,,04-2121305_59
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_59,"DR ROBERT C WEEMS, JR.",,,04-2121305_59
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_59,"DR. ROBERT C. WEEMS, JR.",,,04-2121305_59
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_59,"DR. ROBERT C. WEEMS, JR.",,,04-2121305_59
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_59,"DR. ROBERT C. WEEMS, JR.",,,04-2121305_59
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_6,DR JR CLARK,,,04-2121305_6
2019,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_6,JEFF RAY CLARK,,,04-2121305_6
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_60,Mr Ralph W. Stahl,,,04-2121305_60
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_60,MR. RALPH W STAHL,,,04-2121305_60
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_60,MR. RALPH W. STAHL,,,04-2121305_60
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_60,MR. RALPH W. STAHL,,,04-2121305_60
2002,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_61,Dr. Daria Zeilinger,,,04-2121305_61
2001,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_61,DR DARIA ZEILINGER,,,04-2121305_61
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_61,DR. DARIA ZEILINGER,,,04-2121305_61
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_61,DR. DARIA ZEILINGER,,,04-2121305_61
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_61,DR. DARIA ZEILINGER,,,04-2121305_61
2000,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_62,DR. ERNEST P. SCHWAIGER,,,04-2121305_62
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_62,DR. ERNEST P. SCHWAIGER,,,04-2121305_62
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_62,DR. ERNEST P. SCHWAIGER,,,04-2121305_62
1999,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_63,MR. THOMAS D. RANDALL,,,04-2121305_63
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_63,MR. THOMAS D. RANDALL,,,04-2121305_63
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_64,"GEN WALTER F. WINTON, JR.",,,04-2121305_64
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_65,MR. M. E. DOBBINS,,,04-2121305_65
1998,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_66,"MR. ROY A. FOULKE, JR",,,04-2121305_66
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_7,KATHERINE H DELAY,,,04-2121305_7
2019,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_7,KATHERINE H DELAY,,,04-2121305_7
2018,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_7,KATHERINE H DELAY,,,04-2121305_7
2017,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_7,KATHERINE H DELAY,,,04-2121305_7
2016,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_7,KATHERINE H DELAY,,,04-2121305_7
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2019,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2018,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2017,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2016,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2015,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_8,LATIMER B EDDY,,,04-2121305_8
2020,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_9,NELSON E FURLANO,,,04-2121305_9
2019,AMERICAN INSTITUTE FOR ECONOMIC RESEARCH,04-2121305,officers,04-2121305_9,NELSON FURLANO,,,04-2121305_9
2019,NATIONAL ASSOCIATION OF SCHOLARS,11-2741490,officers,11-2741490_0,PETER WOOD,,,11-2741490_0
