org,year,name,position,normalized_name,first,last,middle
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Marjorie M Scardino,Director/Board Chair,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Donald R Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Daniel Huttenlocher,Director,DANIEL HUTTENLOCHER,DANIEL,HUTTENLOCHER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Martha Minow,Director,MARTHA MINOW,MARTHA,MINOW,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Joichi Ito,Director,JOICHI ITO,JOICHI,ITO,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Mario J Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Claude M Steele,Director,CLAUDE M STEELE,CLAUDE,STEELE,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Paul Klingenstein,Director,PAUL KLINGENSTEIN,PAUL,KLINGENSTEIN,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Jamie S Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2013,Sendhil Mullainathan,Director,SENDHIL MULLAINATHAN,SENDHIL,MULLAINATHAN,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Susan E Manske,VP/Chief Investment,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Robert Gallucci,President,ROBERT GALLUCCI,ROBERT,GALLUCCI,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Joshua J Mintz,VP/General Counsel,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Marc P Yanchura,VP/Chief Financial,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Julia M Stasch,VP/U S Programs,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Barry Lowenkron,VP/International Programs,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Elspeth A Revere,"VP/Media, Culture, Special Initiatives",ELSPETH A REVERE,ELSPETH,REVERE,A
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Andrew Solomon,VP/Public Affairs,ANDREW SOLOMON,ANDREW,SOLOMON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Marjorie M Scardino,Director Board Chair,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Donald R Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Daniel Huttenlocher,Director,DANIEL HUTTENLOCHER,DANIEL,HUTTENLOCHER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Jamie S Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Claude M Steele,Director,CLAUDE M STEELE,CLAUDE,STEELE,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Robert E Denham,Director/Board Chair,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Mario J Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Joi Ito,Director,JOI ITO,JOI,ITO,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2012,Martha Minow,Director,MARTHA MINOW,MARTHA,MINOW,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Susan E Manske,VP/Chief Investment Officer,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Robert Gallucci,President,ROBERT GALLUCCI,ROBERT,GALLUCCI,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Joshua J Mintz,VP/General Counsel,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Marc P Yanchura,VP/Chief Financial Officer,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Julia M Stach,VP U S Programs,JULIA M STACH,JULIA,STACH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Barry Lowenkron,VP International Programs,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Elspeth Revere,"VP Media, Culture",ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Andrew Solomon,VP Public Affairs,ANDREW SOLOMON,ANDREW,SOLOMON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Robert E Denham,Chair of the Board/Director,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Donald R Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Daniel Huttenlocher,Director,DANIEL HUTTENLOCHER,DANIEL,HUTTENLOCHER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Marjone M Scardino,Director,MARJONE M SCARDINO,MARJONE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Jamie S Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Mario J Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Claude Steele,Director,CLAUDE STEELE,CLAUDE,STEELE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2011,Will Miller,Director,WILL MILLER,WILL,MILLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Susan E Manske,VP & Chief Investment Offi,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Robert Gallucci,President,ROBERT GALLUCCI,ROBERT,GALLUCCI,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Joshua J Mintz,VP General Counsel & Assistant,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Marc P Yanchura,VP & Chief Financial,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Julia M Stasch,VP Human & Community Devel,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Barry Lowenkron,VP Global Security & Susta,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Elspeth Revere,VP General Program,ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Andrew Solomon,VP Public Affairs,ANDREW SOLOMON,ANDREW,SOLOMON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Robert E Denham,Chair of the Board & Direc,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Will Miller,Director,WILL MILLER,WILL,MILLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Donald R Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Marjorie M Scardino,Director,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Jamie S Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Mario J Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Daniel Huttenlocher,Director,DANIEL HUTTENLOCHER,DANIEL,HUTTENLOCHER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2010,Claude Steele,Director,CLAUDE STEELE,CLAUDE,STEELE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Susan E. Manske,VP & Chief Investment Offi,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Jonathan F. Fanton,President,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Joshua J. Mintz,VP General Counsel & Assistant,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Arthur M. Sussman,Vice President,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Julia M. Stasch,VP Human & Community Devel,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Marc P. Yanchura,VP & Chief Financial Offic,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Barry Lowenkron,VP Global Security & Susta,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Robert Gallucci,President,ROBERT GALLUCCI,ROBERT,GALLUCCI,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Andrew Solomon,VP Public Affairs,ANDREW SOLOMON,ANDREW,SOLOMON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Elspeth Revere,VP General Program,ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Robert E. Denham,Chair of the Board & Direc,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Donald R. Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Jamie S. Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Mario J. Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Marjorie M. Scardino,Director,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2009,Will Miller,Director,WILL MILLER,WILL,MILLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Susan E. Manske,VP & Chief Investment Offi,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Jonathan F. Fanton,President & Director,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Joshua J. Mintz,VP General Counsel & Assistant,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Arthur M. Sussman,Vice President,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Julia M. Stasch,VP Human & Community Devel,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Marc P. Yanchura,VP & Chief Financial Offic,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Barry Lowenkron,VP Global Security & Susta,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Andrew Solomon,VP Public Affairs,ANDREW SOLOMON,ANDREW,SOLOMON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Elspeth Revere,VP General Program,ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Robert E. Denham,Chair of the Board & Direc,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Jamie S. Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Mario J. Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Donald R. Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,Marjorie M. Scardino,Director,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,William I. Miller,Director,WILLIAM I MILLER,WILLIAM,MILLER,I
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2008,"Drew Saunders Days, III",Director,DREW SAUNDERS DAYS,DREW,DAYS,SAUNDERS
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Susan E. Manske,VP & Chief Investment Officer,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Jonathan F. Fanton,President & Director,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Joshua J. Mintz,VP General Counsel & Assistant Secretary,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Arthur M. Sussman,Vice President,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,John G. Hurley,VP Global Security & Sustainability,JOHN G HURLEY,JOHN,HURLEY,G
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Julia M. Stasch,VP Human & Community Development,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Marc P. Yanchura,VP & Chief Financial Officer,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Elspeth Revere,VP General Program,ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,William E. Lowry,VP Human Resources & Admininistration,WILLIAM E LOWRY,WILLIAM,LOWRY,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Elizabeth Kane,Secretary,ELIZABETH KANE,ELIZABETH,KANE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Barry Lowenkron,VP Global Security & Sustainability,BARRY LOWENKRON,BARRY,LOWENKRON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Robert E. Denham,Chair of the Board & Director,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,"Drew Saunders Days, III",Director,DREW SAUNDERS DAYS,DREW,DAYS,SAUNDERS
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Donald R. Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Marjorie M. Scardino,Director,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,William I. Miller,Director,WILLIAM I MILLER,WILLIAM,MILLER,I
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Jamie S. Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2007,Mario J. Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Susan E Manske,V P & Chief Investment Officer,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Jonathan F Fanton,President & Director,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Joshua J Mintz,V P General Counsel & Assistant Secretary,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Arthur M Sussman,Vice President,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Julia M Stasch,V P Human & Community Development,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,John G Hurley,V P Global Security & Secretary,JOHN G HURLEY,JOHN,HURLEY,G
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Marc P Yanchura,V P & Chief Financial Officer,MARC P YANCHURA,MARC,YANCHURA,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Gary S Samore,V P Global Security & Sustainability,GARY S SAMORE,GARY,SAMORE,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,William E Lowry,V P Human Resources & Administration,WILLIAM E LOWRY,WILLIAM,LOWRY,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Elspeth Revere,V P General Program,ELSPETH REVERE,ELSPETH,REVERE,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Sara Lawrence-Lightfoot,Chair of the Board & Director,SARA LAWRENCE-LIGHTFOOT,SARA,LAWRENCE-LIGHTFOOT,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Robert E Denham,Director,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,William I Miller,Director,WILLIAM I MILLER,WILLIAM,MILLER,I
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,John Seely Brown,Director,JOHN SEELY BROWN,JOHN,BROWN,SEELY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Donald R Hopkins,Director,DONALD R HOPKINS,DONALD,HOPKINS,R
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Drew Saunders Days III,Director,DREW SAUNDERS DAYS,DREW,DAYS,SAUNDERS
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Jack Fuller,Director,JACK FULLER,JACK,FULLER,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Mario J Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2006,Marjorie M Scardino,Director,MARJORIE M SCARDINO,MARJORIE,SCARDINO,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Jonathan F. Fanton,President and Director,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Joshua J. Mintz,Vice President,JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Arthur M. Sussman,Vice President and Secretary,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Susan E. Manske,Vice President and Chief Investment Officer,SUSAN E MANSKE,SUSAN,MANSKE,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,William E. Lowry,Vice President,WILLIAM E LOWRY,WILLIAM,LOWRY,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Julia M. Stasch,Vice President,JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Marc Yanchura,Treasurer,MARC YANCHURA,MARC,YANCHURA,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Mitchel B. Wallerstein,Vice President,MITCHEL B WALLERSTEIN,MITCHEL,WALLERSTEIN,B
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Lyn Hutton,Vice President and Chief Financial Officer,LYN HUTTON,LYN,HUTTON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Sara Lawrence-Lightfood,Chair of the Board and Director,SARA LAWRENCE-LIGHTFOOD,SARA,LAWRENCE-LIGHTFOOD,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Robert E. Denham,Director,ROBERT E DENHAM,ROBERT,DENHAM,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,"Drew Saunders Days, III",Director,DREW SAUNDERS DAYS,DREW,DAYS,SAUNDERS
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,John P. Holdren,Director,JOHN P HOLDREN,JOHN,HOLDREN,P
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Lloyd Axworthy,Director,LLOYD AXWORTHY,LLOYD,AXWORTHY,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,John Seeley Brown,Director,JOHN SEELEY BROWN,JOHN,BROWN,SEELEY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Mario J. Molina,Director,MARIO J MOLINA,MARIO,MOLINA,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,"George A. Ranney, Jr.",Director,GEORGE A RANNEY,GEORGE,RANNEY,A
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,William H. Foege,Director,WILLIAM H FOEGE,WILLIAM,FOEGE,H
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Thomas C. Theobald,Director,THOMAS C THEOBALD,THOMAS,THEOBALD,C
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2003,Jamie S. Gorelick,Director,JAMIE S GORELICK,JAMIE,GORELICK,S
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Lyn Hutton,Vice President and Chief Financial Officer,LYN HUTTON,LYN,HUTTON,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Jonathan F Fanton,President and Director,JONATHAN F FANTON,JONATHAN,FANTON,F
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Joshua J Mintz,"Vice President, General Counsel and Assistant",JOSHUA J MINTZ,JOSHUA,MINTZ,J
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Arthur M Sussman,Vice President and Secretary,ARTHUR M SUSSMAN,ARTHUR,SUSSMAN,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,William E Lowry,"Vice President, Human Resources and Administration",WILLIAM E LOWRY,WILLIAM,LOWRY,E
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Woodward A. Wickham,Vice President and Senior Program Advisor,WOODWARD A WICKHAM,WOODWARD,WICKHAM,A
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Mitchel B Wallerstein,"Vice President, Program on Global Security",MITCHEL B WALLERSTEIN,MITCHEL,WALLERSTEIN,B
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Julia M Stasch,"Vice President, Program on Human and Community",JULIA M STASCH,JULIA,STASCH,M
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Marc Yanchura,Treasurer,MARC YANCHURA,MARC,YANCHURA,
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,William H McLean,"Senior Managing Director, Asset and Investment",WILLIAM H MCLEAN,WILLIAM,MCLEAN,H
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,John Seeley Brown,Director,JOHN SEELEY BROWN,JOHN,BROWN,SEELEY
JOHN D. AND CATHERINE T. MACARTHUR FOUNDATION,2002,Robert E Denham,Director,ROBERT E DENHAM,ROBERT,DENHAM,E
