org,year,name,position,normalized_name,first,last,middle
COMPETITIVE ENTERPRISE INSTITUTE,2013,Michael Gleba,Director,MICHAEL GLEBA,MICHAEL,GLEBA,
COMPETITIVE ENTERPRISE INSTITUTE,2013,Michael Greve,Director,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2013,Tom Haynes,"Director, Consultant",TOM HAYNES,TOM,HAYNES,
COMPETITIVE ENTERPRISE INSTITUTE,2013,Leonard Liggio,Director (through 3/2013),LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2013,Thomas Gale Moore,Director,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2013,Jim Von Ehr,Director,JIM VON EHR,JIM,EHR,VON
COMPETITIVE ENTERPRISE INSTITUTE,2012,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2012,C. WAYNE CREWS,DIRECTOR OF TECH,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2012,SAM KAZMAN,LEGAL COUNSEL,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2012,MYRON EBELL,DIRECTOR OF ENERGY,MYRON EBELL,MYRON,EBELL,
COMPETITIVE ENTERPRISE INSTITUTE,2012,IAIN MURRAY,VP/DIRECTOR,IAIN MURRAY,IAIN,MURRAY,
COMPETITIVE ENTERPRISE INSTITUTE,2012,JULIE TAYLOR,VP/DEVELOPMENT,JULIE TAYLOR,JULIE,TAYLOR,
COMPETITIVE ENTERPRISE INSTITUTE,2012,MEGAN MCLAUGHLIN,FINANCE,MEGAN MCLAUGHLIN,MEGAN,MCLAUGHLIN,
COMPETITIVE ENTERPRISE INSTITUTE,2012,MICHAEL GREVE,CHAIRMAN,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2012,WILLIAM DUNN,BOARD MEMBER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2012,DR. LEONARD LIGGIO,BOARD MEMBER,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2012,DR. THOMAS GALE MOORE,BOARD MEMBER,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2012,FRANCES B. SMITH,BOARD MEMBER,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2012,JAMES CURLEY,BOARD MEMBER,JAMES CURLEY,JAMES,CURLEY,
COMPETITIVE ENTERPRISE INSTITUTE,2012,JIM VON EHR,BOARD MEMBER,JIM VON EHR,JIM,EHR,VON
COMPETITIVE ENTERPRISE INSTITUTE,2012,THOMAS HAYNES,BOARD MEMBER,THOMAS HAYNES,THOMAS,HAYNES,
COMPETITIVE ENTERPRISE INSTITUTE,2011,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2011,C. WAYNE CREWS,DIRECTOR OF TECH,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2011,SAM KAZMAN,DIRECTOR OF REG,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2011,IAIN MURRAY,VP/DIRECTOR,IAIN MURRAY,IAIN,MURRAY,
COMPETITIVE ENTERPRISE INSTITUTE,2011,MEGAN MCLAUGHLIN,FINANCE & OPS,MEGAN MCLAUGHLIN,MEGAN,MCLAUGHLIN,
COMPETITIVE ENTERPRISE INSTITUTE,2011,JULIE TAYLOR,VP/DEVELOPMENT,JULIE TAYLOR,JULIE,TAYLOR,
COMPETITIVE ENTERPRISE INSTITUTE,2011,FRANCES B. SMITH,BOARD MEMBER,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2011,MICHAEL GREVE,BOARD MEMBER,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2011,WILLIAM DUNN,BOARD MEMBER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2011,DR. LEONARD LIGGIO,BOARD MEMBER,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2011,DR. THOMAS GALE MOORE,BOARD MEMBER,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2011,JAMES CURLEY,BOARD MEMBER,JAMES CURLEY,JAMES,CURLEY,
COMPETITIVE ENTERPRISE INSTITUTE,2011,JIM VON EHR,BOARD MEMBER,JIM VON EHR,JIM,EHR,VON
COMPETITIVE ENTERPRISE INSTITUTE,2011,THOMAS HAYNES,BOARD MEMBER,THOMAS HAYNES,THOMAS,HAYNES,
COMPETITIVE ENTERPRISE INSTITUTE,2010,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2010,C. WAYNE CREWS,DIRECTOR OF TECH,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2010,SAM KAZMAN,DIRECTOR OF REG,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2010,"MARLO LEWIS, JR.",SR. FELLOW,MARLO LEWIS,MARLO,LEWIS,
COMPETITIVE ENTERPRISE INSTITUTE,2010,IAIN MURRAY,VP/DIRECTOR,IAIN MURRAY,IAIN,MURRAY,
COMPETITIVE ENTERPRISE INSTITUTE,2010,MYRON EBELL,DIRECTOR OF ENERGY,MYRON EBELL,MYRON,EBELL,
COMPETITIVE ENTERPRISE INSTITUTE,2010,FRANCES B. SMITH,BOARD MEMBER,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2010,MICHAEL GREVE,BOARD MEMBER,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2010,WILLIAM DUNN,BOARD MEMBER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2010,DR. LEONARD LIGGIO,BOARD MEMBER,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2010,DR. THOMAS GALE MOORE,BOARD MEMBER,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2010,JAMES CURLEY,BOARD MEMBER,JAMES CURLEY,JAMES,CURLEY,
COMPETITIVE ENTERPRISE INSTITUTE,2009,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2009,C. WAYNE CREWS,DIRECTOR OF TECH,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2009,SAM KAZMAN,DIRECTOR OF REG,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2009,FRANCES B. SMITH,BOARD MEMBER,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2009,MICHAEL GREVE,BOARD MEMBER,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2009,WILLIAM DUNN,BOARD MEMBER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2009,DR. LEONARD LIGGIO,BOARD MEMBER,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2009,DR. THOMAS GALE MOORE,BOARD MEMBER,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2009,JAMES CURLEY,BOARD MEMBER,JAMES CURLEY,JAMES,CURLEY,
COMPETITIVE ENTERPRISE INSTITUTE,2008,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2008,C. WAYNE CREWS,DIRECTOR OF TECH,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2008,SAM KAZMAN,DIRECTOR OF REG,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2008,JODY M. CLARKE,DIRECTOR OF DEVELOPME,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2008,FRANCES B. SMITH,BOARD MEMBER,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2008,WILLIAM DUNN,BOARD MEMBER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2008,DR. LEONARD LIGGIO,BOARD MEMBER,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2008,JAMES CURLEY,BOARD MEMBER,JAMES CURLEY,JAMES,CURLEY,
COMPETITIVE ENTERPRISE INSTITUTE,2008,DR. THOMAS GALE MOORE,BOARD MEMBER,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2008,MICHAEL GREVE,BOARD MEMBER,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2007,FRED L. SMITH JR.,PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2007,C. WAYNE CREWS,VICE PRESIDENT,C WAYNE CREWS,C,CREWS,WAYNE
COMPETITIVE ENTERPRISE INSTITUTE,2007,SAM KAZMAN,GENERAL COUNSEL,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2007,JODY M. CLARKE,VICE PRESIDENT,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2007,FRANCES B. SMITH,DIRECTOR,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2007,MICHAEL GREVE,CHAIRMAN OF THE BOARD,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2007,DR. THOMAS MOORE,DIRECTOR,THOMAS MOORE,THOMAS,MOORE,
COMPETITIVE ENTERPRISE INSTITUTE,2007,WILLIAM DUNN,DIRECTOR,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2007,DR. LEONARD LIGGIO,DIRECTOR,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2006,"FRED L. SMITH, JR.",PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2006,SAM KAZMAN,GENERAL COUNSEL,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2006,JODY M. CLARKE,VICE PRESIDENT,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2006,THERESA KIBBE,VICE PRESIDENT,THERESA KIBBE,THERESA,KIBBE,
COMPETITIVE ENTERPRISE INSTITUTE,2006,MARTHA HUTTO,VICE PRESIDENT,MARTHA HUTTO,MARTHA,HUTTO,
COMPETITIVE ENTERPRISE INSTITUTE,2006,MICHAEL GREVE,CHAIRMAN OF THE BOARD,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2006,FRANCES B. SMITH,DIRECTOR,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2006,WILLIAM DUNN,DIRECTOR,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2006,WILLIAM O' KEEFE,TREASURER/SECRETARY,WILLIAM O' KEEFE,WILLIAM,KEEFE,O'
COMPETITIVE ENTERPRISE INSTITUTE,2006,DR. THOMAS MOORE,DIRECTOR,THOMAS MOORE,THOMAS,MOORE,
COMPETITIVE ENTERPRISE INSTITUTE,2006,DR. LEONARD LIGGIO,DIRECTOR,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Fred L Smith Jr,President,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2005,Martha H Hutto,Vice President,MARTHA H HUTTO,MARTHA,HUTTO,H
COMPETITIVE ENTERPRISE INSTITUTE,2005,Jody M Clarke,Vice President,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2005,Terry Kibbe,Vice President,TERRY KIBBE,TERRY,KIBBE,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Sam Kazman,General Counsel,SAM KAZMAN,SAM,KAZMAN,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Michael Greve,Director,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Frances B Smith,Director,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2005,William Dunn,Director,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Dr Thomas Moore,Director,THOMAS MOORE,THOMAS,MOORE,
COMPETITIVE ENTERPRISE INSTITUTE,2005,William O'Keefe,Treasurer/Secretary,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2005,Dr Leonard Liggio,Director,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Fred L Smith Jr,President,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2004,Jody M Clarke,Vice President,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2004,Martha Hutto,Vice President,MARTHA HUTTO,MARTHA,HUTTO,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Emily C Duke,Vice President,EMILY C DUKE,EMILY,DUKE,C
COMPETITIVE ENTERPRISE INSTITUTE,2004,Wayne Crews,VP,WAYNE CREWS,WAYNE,CREWS,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Michael Greve,Director,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Wiliam Dunn,Director,WILIAM DUNN,WILIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Dr Leonard Liggio,Director,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Dr Thomas Moore,Director,THOMAS MOORE,THOMAS,MOORE,
COMPETITIVE ENTERPRISE INSTITUTE,2004,Frances B. Smith,Director,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2004,William O'Keefe,Treasurer/Secretary,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2003,Fred L Smith Jr,President,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2003,Thom Golab,VP,THOM GOLAB,THOM,GOLAB,
COMPETITIVE ENTERPRISE INSTITUTE,2003,Jody M Clarke,Vice President,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2003,Martha Hutto,Controller,MARTHA HUTTO,MARTHA,HUTTO,
COMPETITIVE ENTERPRISE INSTITUTE,2003,Michael Greve,Director,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2003,Frances B Smith,Director,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2003,Dr Leonard Liggio,Director,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2003,Dr Thomas G Moore,Director,THOMAS G MOORE,THOMAS,MOORE,G
COMPETITIVE ENTERPRISE INSTITUTE,2003,Scott Fallon,Director,SCOTT FALLON,SCOTT,FALLON,
COMPETITIVE ENTERPRISE INSTITUTE,2003,William Dunn,Director,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2003,William O'Keefe,Treasurer/Secretary,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Fred L Smith Jr,President,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2002,Thom Golab,Vice President,THOM GOLAB,THOM,GOLAB,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Jody M Clarke,Vice President,JODY M CLARKE,JODY,CLARKE,M
COMPETITIVE ENTERPRISE INSTITUTE,2002,Martha Hutto,CFO/Controller,MARTHA HUTTO,MARTHA,HUTTO,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Scott Fallon,Director,SCOTT FALLON,SCOTT,FALLON,
COMPETITIVE ENTERPRISE INSTITUTE,2002,William Dunn,Director,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Michael Grove,Director,MICHAEL GROVE,MICHAEL,GROVE,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Dr Thomas G Moore,Director,THOMAS G MOORE,THOMAS,MOORE,G
COMPETITIVE ENTERPRISE INSTITUTE,2002,William O'Keefe,Treasurer/Secretary,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Dr Leonard Liggio,Director,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2002,Frances B Smith,Director,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2001,"FRED L SMITH, JR",PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2001,JAMES GATTUSO,VICE PRESIDENT/SECRETARY,JAMES GATTUSO,JAMES,GATTUSO,
COMPETITIVE ENTERPRISE INSTITUTE,2001,MICHAEL GREVE,DIRECTOR,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2001,SCOTT FALLON,DIRECTOR,SCOTT FALLON,SCOTT,FALLON,
COMPETITIVE ENTERPRISE INSTITUTE,2001,DR THOMAS G MOORE,DIRECTOR,THOMAS G MOORE,THOMAS,MOORE,G
COMPETITIVE ENTERPRISE INSTITUTE,2001,WILLIAM O'KEEFE,TREASURER,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2001,FRANCES B SMITH,EXECUTIVE DIRECTOR,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2001,DR LEONARD LIGGIO,EXECUTIVE VICE PRESIDENT,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2000,"FRED L. SMITH, JR.",PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,2000,MICHAEL GREVE,DIRECTOR,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,2000,MR. SCOTT FALLON,,SCOTT FALLON,SCOTT,FALLON,
COMPETITIVE ENTERPRISE INSTITUTE,2000,DR. LEONARD LIGGIO,,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,2000,DR. THOMAS GALE MOORE,,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,2000,MR. WILLIAM O'KEEFE,,WILLIAM O'KEEFE,WILLIAM,O'KEEFE,
COMPETITIVE ENTERPRISE INSTITUTE,2000,MRS. FRANCES B. SMITH,,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,2000,DR. WILLIAM A. DUNN,,WILLIAM A DUNN,WILLIAM,DUNN,A
COMPETITIVE ENTERPRISE INSTITUTE,1999,"FRED L. SMITH, JR.",PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,1999,MRS. FRANCES B. SMITH,,FRANCES B SMITH,FRANCES,SMITH,B
COMPETITIVE ENTERPRISE INSTITUTE,1999,LEONARD LIGGIO,,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,1999,MICHAEL GREVE,,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,1999,THOMAS GALE MOORE,,THOMAS GALE MOORE,THOMAS,MOORE,GALE
COMPETITIVE ENTERPRISE INSTITUTE,1999,MR. WILLIAM A. DUNN,,WILLIAM A DUNN,WILLIAM,DUNN,A
COMPETITIVE ENTERPRISE INSTITUTE,1998,"FRED L. SMITH, JR.",PRESIDENT,FRED L SMITH,FRED,SMITH,L
COMPETITIVE ENTERPRISE INSTITUTE,1998,DR. WILLIAM DUNN,TREASURER,WILLIAM DUNN,WILLIAM,DUNN,
COMPETITIVE ENTERPRISE INSTITUTE,1998,FRANCIS SMITH,DIRECTOR,FRANCIS SMITH,FRANCIS,SMITH,
COMPETITIVE ENTERPRISE INSTITUTE,1998,LEONARD LIGGIO,DIRECTOR,LEONARD LIGGIO,LEONARD,LIGGIO,
COMPETITIVE ENTERPRISE INSTITUTE,1998,MICHAEL GREVE,DIRECTOR,MICHAEL GREVE,MICHAEL,GREVE,
COMPETITIVE ENTERPRISE INSTITUTE,1998,THOMAS GALE MOORE,DIRECTOR,THOMAS GALE MOORE,THOMAS,MOORE,GALE
ATLAS NETWORK,2018,Bradley A Lips,CEO,BRADLEY A LIPS,BRADLEY,LIPS,A
ATLAS NETWORK,2018,Tom Palmer,Vice-President of International Programs,TOM PALMER,TOM,PALMER,
ATLAS NETWORK,2018,Matt Warner,COO,MATT WARNER,MATT,WARNER,
ATLAS NETWORK,2018,Linda Whetstone,Chairwoman,LINDA WHETSTONE,LINDA,WHETSTONE,
ATLAS NETWORK,2018,Scott Barbee,Treasurer,SCOTT BARBEE,SCOTT,BARBEE,
ATLAS NETWORK,2018,Debbi Gibbs,Vice Chair,DEBBI GIBBS,DEBBI,GIBBS,
ATLAS NETWORK,2018,Andrea Rich,Board Member,ANDREA RICH,ANDREA,RICH,
ATLAS NETWORK,2018,Dan Grossman,Board Member,DAN GROSSMAN,DAN,GROSSMAN,
ATLAS NETWORK,2018,Linda Edwards,Board Member,LINDA EDWARDS,LINDA,EDWARDS,
ATLAS NETWORK,2018,Gerry Ohrstrom,Board Member,GERRY OHRSTROM,GERRY,OHRSTROM,
ATLAS NETWORK,2018,Kathy Washburn,Board Member,KATHY WASHBURN,KATHY,WASHBURN,
ATLAS NETWORK,2018,Lawson Bader,Board Member,LAWSON BADER,LAWSON,BADER,
ATLAS NETWORK,2018,Luis Henrique Ball,Board Member,LUIS HENRIQUE BALL,LUIS,BALL,HENRIQUE
ATLAS NETWORK,2018,Nikolaos Monoyios,Board Member,NIKOLAOS MONOYIOS,NIKOLAOS,MONOYIOS,
ATLAS NETWORK,2018,Rene Scull,Board Member,RENE SCULL,RENE,SCULL,
ATLAS NETWORK,2018,Robert Boyd,Board Member,ROBERT BOYD,ROBERT,BOYD,
ATLAS NETWORK,2018,Timothy Browne,Board Member,TIMOTHY BROWNE,TIMOTHY,BROWNE,
ATLAS NETWORK,2018,Joe Lehman,Board Member,JOE LEHMAN,JOE,LEHMAN,
ATLAS NETWORK,2017,Bradley A Lips,CEO,BRADLEY A LIPS,BRADLEY,LIPS,A
ATLAS NETWORK,2017,Tom Palmer,Vice-President of International Programs,TOM PALMER,TOM,PALMER,
ATLAS NETWORK,2017,Matt Warner,COO,MATT WARNER,MATT,WARNER,
ATLAS NETWORK,2017,Alex Chafuen,President,ALEX CHAFUEN,ALEX,CHAFUEN,
ATLAS NETWORK,2017,Linda Whetstone,Chairwoman,LINDA WHETSTONE,LINDA,WHETSTONE,
ATLAS NETWORK,2017,Scott Barbee,Treasurer,SCOTT BARBEE,SCOTT,BARBEE,
ATLAS NETWORK,2017,Andrea Rich,Board Member,ANDREA RICH,ANDREA,RICH,
ATLAS NETWORK,2017,Curtin Winsor,Board Member,CURTIN WINSOR,CURTIN,WINSOR,
ATLAS NETWORK,2017,Dan Grossman,Board Member,DAN GROSSMAN,DAN,GROSSMAN,
ATLAS NETWORK,2017,Debbi Gibbs,Board Member,DEBBI GIBBS,DEBBI,GIBBS,
ATLAS NETWORK,2017,George Pearson,Board Member,GEORGE PEARSON,GEORGE,PEARSON,
ATLAS NETWORK,2017,Gerry Ohrstrom,Board Member,GERRY OHRSTROM,GERRY,OHRSTROM,
ATLAS NETWORK,2017,Kathryn Washburn,Board Member,KATHRYN WASHBURN,KATHRYN,WASHBURN,
ATLAS NETWORK,2017,Lawson Bader,Board Member,LAWSON BADER,LAWSON,BADER,
ATLAS NETWORK,2017,Luis Henrique Ball,Board Member,LUIS HENRIQUE BALL,LUIS,BALL,HENRIQUE
ATLAS NETWORK,2017,Nikolaos Monoyios,Board Member,NIKOLAOS MONOYIOS,NIKOLAOS,MONOYIOS,
ATLAS NETWORK,2017,Rene Scull,Board Member,RENE SCULL,RENE,SCULL,
ATLAS NETWORK,2017,Robert Boyd,Board Member,ROBERT BOYD,ROBERT,BOYD,
ATLAS NETWORK,2017,Timothy Browne,Board Member,TIMOTHY BROWNE,TIMOTHY,BROWNE,
ATLAS NETWORK,2016,BRADLEY LIPS,CEO,BRADLEY LIPS,BRADLEY,LIPS,
ATLAS NETWORK,2016,TOM PALMER,EXECUTIVE VICE PRESIDENT,TOM PALMER,TOM,PALMER,
ATLAS NETWORK,2016,ALEJANDRO CHAFUEN,"PRESIDENT, DIRECTOR",ALEJANDRO CHAFUEN,ALEJANDRO,CHAFUEN,
ATLAS NETWORK,2016,MATT WARNER,VP/PROGRAMS,MATT WARNER,MATT,WARNER,
ATLAS NETWORK,2016,GEORGE PEARSON,DIRECTOR,GEORGE PEARSON,GEORGE,PEARSON,
ATLAS NETWORK,2016,ANDREA RICH,DIRECTOR,ANDREA RICH,ANDREA,RICH,
ATLAS NETWORK,2016,RENE SCULL,DIRECTOR,RENE SCULL,RENE,SCULL,
ATLAS NETWORK,2016,DEBBI GIBBS,DIRECTOR/VICE-CHAIR,DEBBI GIBBS,DEBBI,GIBBS,
ATLAS NETWORK,2016,TIMOTHY BROWNE,DIRECTOR,TIMOTHY BROWNE,TIMOTHY,BROWNE,
ATLAS NETWORK,2016,NIKOLAOS MONOYIOS,DIRECTOR,NIKOLAOS MONOYIOS,NIKOLAOS,MONOYIOS,
ATLAS NETWORK,2016,GEORGE OHRSTROM,DIRECTOR,GEORGE OHRSTROM,GEORGE,OHRSTROM,
ATLAS NETWORK,2016,PETER GOETTLER,DIRECTOR (END 09/2016),PETER GOETTLER,PETER,GOETTLER,
ATLAS NETWORK,2016,WILLIAM SUMNER,DIRECTOR,WILLIAM SUMNER,WILLIAM,SUMNER,
ATLAS NETWORK,2016,CURTIN WINSOR,DIRECTOR,CURTIN WINSOR,CURTIN,WINSOR,
ATLAS NETWORK,2016,KATHY WASHBURN,DIRECTOR,KATHY WASHBURN,KATHY,WASHBURN,
ATLAS NETWORK,2016,DAN GROSSMAN,DIRECTOR,DAN GROSSMAN,DAN,GROSSMAN,
